dteday,counts,casual,weather,registered,season,weekday,windspeed,temp,atemp,hum,high_casual
2011-08-31,5058,688,1,4370,3,3,0.08333333333333333,0.6566666666666667,0.6111208333333333,0.5979166666666665,0
2011-09-01,5115,783,3,4332,3,4,0.14179583333333332,0.6550000000000001,0.6149208333333335,0.6391666666666667,0
2011-09-02,4727,875,3,3852,3,5,0.1399291666666667,0.6433333333333333,0.6048083333333333,0.7270833333333333,1
2011-09-03,4484,1935,3,2549,3,6,0.18532499999999996,0.6691666666666666,0.6332124999999998,0.7166666666666667,1
2011-09-04,4940,2521,2,2419,3,0,0.20646666666666666,0.7091666666666666,0.6654291666666664,0.7420833333333331,1
2011-09-05,3351,1236,3,2115,3,1,0.2126958333333333,0.6733333333333333,0.6256458333333332,0.7904166666666667,1
2011-09-06,2710,204,3,2506,3,2,0.3439434782608695,0.5399999999999998,0.5152,0.8869565217391305,0
2011-09-07,1996,118,3,1878,3,3,0.09702083333333333,0.5991666666666666,0.5442291666666664,0.9170833333333336,0
2011-09-08,1842,153,3,1689,3,4,0.19274782608695654,0.6339130434782608,0.5553608695652175,0.9395652173913043,0
2011-09-09,3544,417,3,3127,3,5,0.12437916666666665,0.65,0.5789458333333333,0.8979166666666668,0
2011-09-10,5345,1750,2,3595,3,6,0.15360833333333332,0.66,0.6079624999999999,0.75375,1
2011-09-11,5046,1633,3,3413,3,0,0.11505416666666667,0.6533333333333334,0.6092291666666668,0.7137500000000001,1
2011-09-12,4713,690,1,4023,3,1,0.08891304347826087,0.6443478260869565,0.6021304347826087,0.6921739130434783,0
2011-09-13,4763,701,1,4062,3,2,0.14180416666666668,0.6508333333333334,0.6035541666666667,0.7124999999999999,0
2011-09-14,4785,647,2,4138,3,3,0.16729999999999998,0.6733333333333332,0.6268999999999999,0.6970833333333332,0
2011-09-15,3659,428,3,3231,3,4,0.27114583333333336,0.5775000000000001,0.5536708333333332,0.7091666666666668,0
2011-09-16,4760,742,2,4018,3,5,0.16418333333333335,0.4691666666666667,0.4614749999999999,0.5904166666666667,0
2011-09-17,4511,1434,2,3077,3,6,0.189675,0.49166666666666653,0.47851249999999995,0.7183333333333333,1
2011-09-18,4274,1353,2,2921,3,0,0.17848333333333333,0.5074999999999998,0.49053750000000007,0.695,1
2011-09-19,4539,691,2,3848,3,1,0.1517416666666667,0.5491666666666667,0.529675,0.69,0
2011-09-20,3641,438,3,3203,3,2,0.13495416666666665,0.5616666666666668,0.5322166666666669,0.8812500000000001,0
2011-09-21,4352,539,3,3813,3,3,0.09640416666666667,0.5949999999999999,0.5505333333333333,0.9000000000000002,0
2011-09-22,4795,555,2,4240,3,4,0.128125,0.6283333333333333,0.5549624999999999,0.9020833333333335,0
2011-09-23,2395,258,3,2137,4,5,0.07836666666666668,0.6091666666666665,0.5221250000000001,0.9725,0
2011-09-24,5423,1776,2,3647,4,6,0.07838333333333332,0.6066666666666666,0.5644125,0.8624999999999997,1
2011-09-25,5010,1544,3,3466,4,0,0.05037916666666666,0.6341666666666665,0.5726374999999999,0.8449999999999999,1
2011-09-26,4630,684,2,3946,4,1,0.11070000000000002,0.6491666666666666,0.5890416666666667,0.8483333333333335,0
2011-09-27,4120,477,3,3643,4,2,0.11817083333333334,0.6366666666666666,0.5745249999999998,0.8854166666666666,0
2011-09-28,3907,480,3,3427,4,3,0.14862916666666667,0.6349999999999999,0.5751583333333333,0.8487499999999996,0
2011-09-29,4839,653,2,4186,4,4,0.17288333333333336,0.6166666666666666,0.5745125000000001,0.6991666666666666,0
2011-09-30,5202,830,2,4372,4,5,0.206475,0.5641666666666665,0.5448291666666667,0.6475000000000001,0
2011-10-01,2429,480,3,1949,4,6,0.29229583333333337,0.41,0.4128625000000001,0.75375,1
2011-10-02,2918,616,3,2302,4,0,0.22201250000000003,0.35666666666666674,0.34531666666666666,0.7916666666666665,1
2011-10-03,3570,330,3,3240,4,1,0.08334583333333334,0.38416666666666677,0.3920458333333335,0.7608333333333333,0
2011-10-04,4456,486,2,3970,4,2,0.20585416666666667,0.4841666666666667,0.4728583333333333,0.7100000000000001,0
2011-10-05,4826,559,1,4267,4,3,0.17725,0.5383333333333332,0.5271375,0.6479166666666668,0
2011-10-06,4765,639,1,4126,4,4,0.13495416666666663,0.4941666666666667,0.48042500000000005,0.6208333333333335,0
2011-10-07,4985,949,1,4036,4,5,0.022391666666666667,0.5108333333333334,0.5044041666666667,0.6841666666666666,1
2011-10-08,5409,2235,1,3174,4,6,0.04540416666666666,0.5216666666666666,0.5132416666666666,0.7012499999999999,1
2011-10-09,5511,2397,2,3114,4,0,0.06345,0.5408333333333334,0.5239833333333334,0.7274999999999999,1
2011-10-10,5117,1514,2,3603,4,1,0.04230416666666667,0.5708333333333333,0.5429250000000001,0.7337499999999998,1
2011-10-11,4563,667,3,3896,4,2,0.14304166666666665,0.5666666666666665,0.5460958333333332,0.8087499999999997,0
2011-10-12,2416,217,3,2199,4,3,0.24815,0.5433333333333331,0.5177166666666667,0.9062500000000003,0
2011-10-13,2913,290,3,2623,4,4,0.14178749999999998,0.5891666666666665,0.5518041666666665,0.8966666666666662,0
2011-10-14,3644,529,3,3115,4,5,0.22388333333333332,0.5508333333333333,0.529675,0.71625,0
2011-10-15,5217,1899,1,3318,4,6,0.2580833333333333,0.5066666666666667,0.49872500000000003,0.48333333333333334,1
2011-10-16,5041,1748,1,3293,4,0,0.28171666666666667,0.5116666666666667,0.5031541666666667,0.48666666666666664,1
2011-10-17,4570,713,2,3857,4,1,0.17537916666666664,0.5341666666666668,0.510725,0.5795833333333333,0
2011-10-18,4748,637,2,4111,4,2,0.1100875,0.5324999999999999,0.5227208333333334,0.7016666666666667,0
2011-10-19,2424,254,3,2170,4,3,0.24333913043478256,0.5417391304347826,0.5138478260869567,0.895217391304348,0
2011-10-20,4195,471,2,3724,4,4,0.4222750000000001,0.47583333333333355,0.4665249999999998,0.63625,0
2011-10-21,4304,676,2,3628,4,5,0.22139583333333332,0.42749999999999994,0.4235958333333334,0.5741666666666665,0
2011-10-22,4308,1499,2,2809,4,6,0.09266666666666666,0.4225000000000001,0.42549166666666666,0.6291666666666665,1
2011-10-23,4381,1619,1,2762,4,0,0.0995125,0.4216666666666666,0.4223333333333333,0.7412500000000001,1
2011-10-24,4187,699,3,3488,4,1,0.11879166666666664,0.46333333333333354,0.45706666666666657,0.7720833333333333,1
2011-10-25,4687,695,1,3992,4,2,0.1666583333333333,0.47166666666666673,0.4633749999999999,0.6229166666666667,0
2011-10-26,3894,404,3,3490,4,3,0.14864166666666662,0.4841666666666666,0.47284583333333324,0.7204166666666665,0
2011-10-27,2659,240,3,2419,4,4,0.19776249999999998,0.47,0.4570458333333333,0.8129166666666671,0
2011-10-28,3747,456,3,3291,4,5,0.22947916666666665,0.33083333333333337,0.31881249999999994,0.5858333333333334,0
2011-10-29,627,57,3,570,4,6,0.3513708333333334,0.25416666666666665,0.22791250000000007,0.8825000000000002,0
2011-10-30,3331,885,1,2446,4,0,0.17661666666666664,0.31916666666666665,0.32132916666666667,0.62375,1
2011-10-31,3669,362,2,3307,4,1,0.10635,0.3400000000000001,0.3560625,0.7033333333333335,0
2011-11-01,4068,410,2,3658,4,2,0.1355708333333333,0.4008333333333334,0.3970875,0.6837500000000002,0
2011-11-02,4186,370,1,3816,4,3,0.08209166666666667,0.3775,0.3901333333333333,0.71875,0
2011-11-03,3974,318,2,3656,4,4,0.13681666666666664,0.4083333333333334,0.40592083333333345,0.7020833333333334,0
2011-11-04,4046,470,2,3576,4,5,0.2717791666666667,0.4033333333333333,0.40339166666666676,0.6225000000000002,0
2011-11-05,3926,1156,1,2770,4,6,0.1890625,0.3266666666666667,0.3238541666666666,0.5191666666666667,1
2011-11-06,3649,952,2,2697,4,0,0.09205416666666666,0.3483333333333334,0.3623583333333334,0.7345833333333335,1
2011-11-07,4035,373,2,3662,4,1,0.05722499999999999,0.395,0.40087083333333345,0.7587499999999999,0
2011-11-08,4205,376,1,3829,4,2,0.06903750000000002,0.4083333333333334,0.41224583333333326,0.7216666666666668,0
2011-11-09,4109,305,1,3804,4,3,0.06219583333333334,0.4000000000000001,0.40907916666666666,0.7583333333333334,0
2011-11-10,2933,190,3,2743,4,4,0.18906666666666663,0.38000000000000006,0.3737208333333333,0.8133333333333335,0
2011-11-11,3368,440,1,2928,4,5,0.3146750000000001,0.32416666666666666,0.30681666666666674,0.44625000000000004,0
2011-11-12,4067,1275,1,2792,4,6,0.21206249999999996,0.35666666666666663,0.35794166666666666,0.5529166666666666,1
2011-11-13,3717,1004,2,2713,4,0,0.28172083333333336,0.44083333333333335,0.43055,0.4583333333333333,1
2011-11-14,4486,595,2,3891,4,1,0.30659583333333335,0.5299999999999999,0.5246125,0.5870833333333334,0
2011-11-15,4195,449,3,3746,4,2,0.1996333333333333,0.5300000000000001,0.5075791666666666,0.6887500000000001,0
2011-11-16,1817,145,3,1672,4,3,0.13682916666666667,0.4566666666666667,0.4519875,0.9299999999999996,0
2011-11-17,3053,139,3,2914,4,4,0.30536250000000004,0.3416666666666666,0.32322083333333324,0.5758333333333333,0
2011-11-18,3392,245,1,3147,4,5,0.16853333333333334,0.27416666666666667,0.27272083333333347,0.41,0
2011-11-19,3663,943,2,2720,4,6,0.22449583333333326,0.32916666666666666,0.32448333333333335,0.5020833333333333,1
2011-11-20,3520,787,3,2733,4,0,0.18594999999999998,0.4633333333333334,0.4570583333333332,0.6845833333333334,1
2011-11-21,2765,220,3,2545,4,1,0.13805416666666667,0.44750000000000006,0.44506250000000014,0.9100000000000001,0
2011-11-22,1607,69,3,1538,4,2,0.11879166666666663,0.4166666666666668,0.4216958333333332,0.9625,0
2011-11-23,2566,112,3,2454,4,3,0.335825,0.44083333333333335,0.4305375,0.7579166666666666,0
2011-11-24,1495,560,1,935,4,4,0.16730416666666667,0.37333333333333335,0.37247083333333325,0.5491666666666667,1
2011-11-25,2792,1095,1,1697,4,5,0.0988958333333333,0.375,0.3806708333333333,0.64375,1
2011-11-26,3068,1249,2,1819,4,6,0.06842083333333333,0.3758333333333334,0.3850875,0.6816666666666666,1
2011-11-27,3071,810,1,2261,4,0,0.20895416666666666,0.4591666666666668,0.4557999999999999,0.6983333333333334,1
2011-11-28,3867,253,2,3614,4,1,0.14212173913043477,0.5034782608695652,0.4901217391304349,0.7430434782608696,0
2011-11-29,2914,96,3,2818,4,2,0.25809166666666666,0.4583333333333335,0.45137500000000014,0.8308333333333334,0
2011-11-30,3613,188,2,3425,4,3,0.27115833333333333,0.32500000000000007,0.31122083333333334,0.6133333333333334,0
2011-12-01,3727,182,1,3545,4,4,0.22015833333333332,0.31250000000000006,0.3055541666666666,0.5245833333333335,0
2011-12-02,3940,268,1,3672,4,5,0.10075416666666666,0.31416666666666665,0.3314333333333333,0.6258333333333334,0
2011-12-03,3614,706,2,2908,4,6,0.09578333333333332,0.29916666666666664,0.31060416666666674,0.6129166666666667,1
2011-12-04,3485,634,1,2851,4,0,0.08395833333333334,0.3308333333333333,0.34909999999999997,0.7758333333333334,1
2011-12-05,3811,233,2,3578,4,1,0.06220833333333334,0.3858333333333333,0.393925,0.8270833333333333,0
2011-12-06,2594,126,3,2468,4,2,0.23258333333333328,0.46250000000000013,0.4563999999999999,0.9495833333333333,0
2011-12-07,705,50,3,655,4,3,0.266175,0.41000000000000014,0.40024583333333336,0.9704166666666668,0
2011-12-08,3322,150,2,3172,4,4,0.24005833333333323,0.2658333333333333,0.25693750000000004,0.5799999999999997,0
2011-12-09,3620,261,2,3359,4,5,0.08271666666666667,0.2908333333333333,0.31754166666666667,0.6958333333333333,0
2011-12-10,3190,502,2,2688,4,6,0.2332208333333334,0.27499999999999997,0.2664125,0.5075000000000002,0
2011-12-11,2743,377,1,2366,4,0,0.06654166666666667,0.2208333333333333,0.2531541666666666,0.49000000000000016,0
2011-12-12,3310,143,2,3167,4,1,0.06344999999999999,0.23833333333333329,0.27019583333333336,0.6708333333333334,0
2011-12-13,3523,155,1,3368,4,2,0.14055,0.2825,0.3011375,0.5899999999999999,0
2011-12-14,3740,178,2,3562,4,3,0.06095833333333334,0.3175,0.33836250000000007,0.66375,0
2011-12-15,3709,181,3,3528,4,4,0.2680416666666667,0.4224999999999999,0.41223750000000003,0.6341666666666669,0
2011-12-16,3577,178,2,3399,4,5,0.26057499999999995,0.37500000000000006,0.35982500000000006,0.5004166666666664,0
2011-12-17,2739,275,3,2464,4,6,0.24316666666666667,0.25833333333333336,0.2493708333333334,0.5608333333333333,0
2011-12-18,2431,220,2,2211,4,0,0.16977916666666662,0.2383333333333333,0.2455791666666667,0.5862499999999998,0
2011-12-19,3403,260,2,3143,4,1,0.17289583333333336,0.27666666666666667,0.28093333333333326,0.6375000000000001,0
2011-12-20,3750,216,2,3534,4,2,0.06157083333333332,0.3858333333333334,0.3964541666666667,0.5954166666666666,0
2011-12-21,2660,107,3,2553,1,3,0.2214,0.4283333333333334,0.42801666666666666,0.8583333333333334,0
2011-12-22,3068,227,3,2841,1,4,0.047275000000000005,0.42333333333333334,0.42612083333333334,0.7575000000000002,0
2011-12-23,2209,163,3,2046,1,5,0.27424583333333336,0.37333333333333346,0.37751250000000014,0.6862499999999998,0
2011-12-24,1011,155,2,856,1,6,0.19030416666666664,0.3025,0.2992416666666667,0.5425000000000001,0
2011-12-25,754,303,1,451,1,0,0.1550913043478261,0.27478260869565213,0.2799608695652175,0.6813043478260868,1
2011-12-26,1317,430,1,887,1,1,0.23946521739130439,0.3217391304347825,0.3155347826086957,0.5069565217391304,1
2011-12-27,1162,103,3,1059,1,2,0.18844999999999992,0.325,0.3276333333333334,0.7625000000000001,0
2011-12-28,2302,255,1,2047,1,3,0.29396086956521744,0.2991304347826087,0.27997391304347824,0.5039130434782608,0
2011-12-29,2423,254,2,2169,1,4,0.11941250000000002,0.24833333333333332,0.26389166666666664,0.5741666666666666,0
2011-12-30,2999,491,2,2508,1,5,0.13433749999999997,0.31166666666666665,0.3188125,0.6366666666666667,0
2011-12-31,2485,665,3,1820,1,6,0.22015416666666668,0.4100000000000001,0.41412083333333344,0.6158333333333332,1
2012-01-01,2294,686,3,1608,1,0,0.19216666666666662,0.37000000000000005,0.37562083333333335,0.6925,1
2012-01-02,1951,244,2,1707,1,1,0.32966521739130444,0.27304347826086955,0.25230434782608696,0.38130434782608696,0
2012-01-03,2236,89,1,2147,1,2,0.3656708333333334,0.15000000000000005,0.12627500000000003,0.44125,0
2012-01-04,2368,95,2,2273,1,3,0.18469999999999998,0.1075,0.1193375,0.41458333333333336,0
2012-01-05,3272,140,2,3132,1,4,0.1299875,0.2658333333333333,0.2784125,0.5241666666666666,0
2012-01-06,4098,307,2,3791,1,5,0.16790833333333333,0.33416666666666667,0.34026666666666666,0.5420833333333333,0
2012-01-07,4521,1070,2,3451,1,6,0.17475833333333332,0.39333333333333326,0.3907791666666667,0.5316666666666666,1
2012-01-08,3425,599,2,2826,1,0,0.19154166666666664,0.3375000000000001,0.3402583333333335,0.4650000000000001,1
2012-01-09,2376,106,4,2270,1,1,0.09889999999999997,0.2241666666666667,0.2474791666666666,0.7016666666666665,0
2012-01-10,3598,173,2,3425,1,2,0.18755217391304344,0.30869565217391304,0.31882608695652176,0.646521739130435,0
2012-01-11,2177,92,3,2085,1,3,0.13122083333333334,0.2741666666666666,0.28282083333333335,0.8475,0
2012-01-12,4097,269,3,3828,1,4,0.1809666666666667,0.3825,0.38193750000000004,0.802916666666667,0
2012-01-13,3214,174,3,3040,1,5,0.3781083333333333,0.27416666666666667,0.24936250000000001,0.5075000000000002,0
2012-01-14,2493,333,1,2160,1,6,0.18718333333333326,0.18000000000000008,0.18308750000000004,0.4575000000000001,0
2012-01-15,2311,284,2,2027,1,0,0.2512583333333333,0.16666666666666674,0.161625,0.41916666666666663,0
2012-01-16,2298,217,3,2081,1,1,0.23135833333333333,0.18999999999999995,0.19066249999999998,0.5225,0
2012-01-17,2935,127,3,2808,1,2,0.3491304347826087,0.37304347826086964,0.36427826086956533,0.7160869565217393,0
2012-01-18,3376,109,2,3267,1,3,0.4154291666666667,0.3033333333333333,0.27525416666666674,0.4433333333333333,0
2012-01-19,3292,130,2,3162,1,4,0.22015833333333337,0.18999999999999995,0.19003749999999997,0.4974999999999999,0
2012-01-20,3163,115,3,3048,1,5,0.20274999999999999,0.2175000000000001,0.22095833333333326,0.4499999999999999,0
2012-01-21,1301,67,4,1234,1,6,0.22264166666666665,0.17333333333333337,0.174875,0.8312500000000002,0
2012-01-22,1977,196,3,1781,1,0,0.1996375,0.16250000000000006,0.16224999999999998,0.7962500000000001,0
2012-01-23,2432,145,3,2287,1,1,0.11070833333333334,0.21833333333333335,0.24305833333333338,0.9112499999999999,0
2012-01-24,4339,439,2,3900,1,2,0.12376666666666668,0.3425000000000001,0.3491083333333333,0.8358333333333334,0
2012-01-25,4270,467,2,3803,1,3,0.16107083333333333,0.2941666666666667,0.29482083333333337,0.6437499999999999,0
2012-01-26,4075,244,2,3831,1,4,0.07339583333333334,0.34166666666666673,0.35605000000000003,0.7695833333333336,0
2012-01-27,3456,269,3,3187,1,5,0.3426666666666667,0.42500000000000004,0.4153833333333334,0.74125,0
2012-01-28,4023,775,2,3248,1,6,0.21082916666666665,0.31583333333333335,0.3263791666666667,0.5433333333333333,1
2012-01-29,3243,558,1,2685,1,0,0.24005,0.28250000000000003,0.27272083333333336,0.31124999999999997,1
2012-01-30,3624,126,2,3498,1,1,0.21579166666666671,0.2691666666666666,0.26262500000000005,0.4008333333333333,0
2012-01-31,4509,324,2,4185,1,2,0.26181666666666664,0.38999999999999996,0.3813166666666666,0.4166666666666666,0
2012-02-01,4579,304,3,4275,1,3,0.18906666666666663,0.46916666666666673,0.46653750000000005,0.5079166666666667,0
2012-02-02,3761,190,3,3571,1,4,0.18718750000000003,0.39916666666666667,0.39897083333333344,0.6729166666666667,0
2012-02-03,4151,310,1,3841,1,5,0.1784958333333333,0.31333333333333335,0.3093458333333334,0.5266666666666667,0
2012-02-04,2832,384,3,2448,1,6,0.12189583333333333,0.26416666666666666,0.27272500000000005,0.7795833333333332,0
2012-02-05,2947,318,3,2629,1,0,0.17599583333333332,0.2658333333333333,0.26452083333333326,0.6879166666666666,0
2012-02-06,3784,206,1,3578,1,1,0.15380000000000002,0.2826086956521739,0.2964260869565218,0.6221739130434782,0
2012-02-07,4375,199,2,4176,1,2,0.14737916666666664,0.35416666666666674,0.36110416666666656,0.4962500000000001,0
2012-02-08,2802,109,3,2693,1,3,0.13372083333333332,0.2566666666666667,0.2664208333333334,0.7229166666666665,0
2012-02-09,3830,163,2,3667,1,4,0.19403749999999997,0.26499999999999996,0.26198750000000004,0.5620833333333333,0
2012-02-10,3831,227,3,3604,1,5,0.11692916666666665,0.2808333333333333,0.2935583333333333,0.5399999999999999,0
2012-02-11,2169,192,3,1977,1,6,0.2897958333333333,0.22416666666666663,0.21086666666666667,0.7312500000000001,0
2012-02-12,1529,73,3,1456,1,0,0.4092125,0.12750000000000003,0.10165833333333334,0.46458333333333335,0
2012-02-13,3422,94,1,3328,1,1,0.16728333333333334,0.2225,0.2279125,0.41125000000000006,0
2012-02-14,3922,135,2,3787,1,2,0.14117916666666666,0.31916666666666665,0.3339458333333334,0.5087500000000001,0
2012-02-15,4169,141,2,4028,1,3,0.18159999999999998,0.34833333333333333,0.35162916666666666,0.5312500000000001,0
2012-02-16,3005,74,3,2931,1,4,0.09142499999999999,0.31666666666666665,0.33016249999999997,0.7529166666666666,0
2012-02-17,4154,349,2,3805,1,5,0.2058458333333333,0.3433333333333333,0.35162916666666666,0.6345833333333333,0
2012-02-18,4318,1435,2,2883,1,6,0.19092916666666662,0.3466666666666667,0.35542500000000005,0.5345833333333333,1
2012-02-19,2689,618,3,2071,1,0,0.2531125,0.27999999999999997,0.26578749999999995,0.5158333333333334,1
2012-02-20,3129,502,2,2627,1,1,0.22908260869565222,0.2799999999999999,0.27339130434782616,0.5078260869565216,0
2012-02-21,3777,163,2,3614,1,2,0.20571739130434785,0.28782608695652173,0.29511304347826095,0.5943478260869566,0
2012-02-22,4773,394,2,4379,1,3,0.23447083333333332,0.3958333333333334,0.39266666666666666,0.5679166666666665,0
2012-02-23,5062,516,3,4546,1,4,0.19091249999999996,0.45416666666666655,0.44444583333333326,0.5545833333333333,0
2012-02-24,3487,246,3,3241,1,5,0.23756666666666662,0.40750000000000003,0.41097083333333334,0.7375000000000002,0
2012-02-25,2732,317,3,2415,1,6,0.42164166666666664,0.29083333333333333,0.2556750000000001,0.3958333333333333,0
2012-02-26,3389,515,1,2874,1,0,0.20522916666666668,0.2791666666666667,0.2683083333333333,0.41,0
2012-02-27,4322,253,1,4069,1,1,0.2680333333333333,0.36666666666666664,0.35795416666666674,0.4908333333333332,0
2012-02-28,4363,229,1,4134,1,2,0.19341666666666657,0.3591666666666667,0.3535249999999999,0.3958333333333334,0
2012-02-29,1834,65,3,1769,1,3,0.1791173913043478,0.3443478260869566,0.34846956521739136,0.8047826086956522,0
2012-03-01,4990,325,3,4665,1,4,0.22698750000000004,0.4858333333333334,0.47537083333333335,0.6154166666666666,0
2012-03-02,3194,246,3,2948,1,5,0.14490416666666667,0.35333333333333333,0.35984166666666656,0.6570833333333331,0
2012-03-03,4066,956,3,3110,1,6,0.1610791666666667,0.41416666666666674,0.4134916666666666,0.6212499999999999,1
2012-03-04,3423,710,2,2713,1,0,0.33457083333333343,0.32583333333333336,0.3030208333333334,0.4033333333333334,1
2012-03-05,3333,203,3,3130,1,1,0.2288583333333333,0.24333333333333326,0.24117083333333333,0.5062499999999998,0
2012-03-06,3956,221,1,3735,1,2,0.200875,0.25833333333333336,0.25504166666666667,0.4566666666666668,0
2012-03-07,4916,432,1,4484,1,3,0.3457791666666667,0.4041666666666666,0.3851,0.5133333333333333,0
2012-03-08,5382,486,2,4896,1,4,0.4415625,0.5274999999999999,0.5246041666666666,0.5675,0
2012-03-09,4569,447,3,4122,1,5,0.41480000000000006,0.4108333333333334,0.39708333333333345,0.4070833333333334,0
2012-03-10,4118,968,1,3150,1,6,0.22574999999999998,0.28750000000000003,0.27776666666666666,0.35041666666666665,1
2012-03-11,4911,1658,1,3253,1,0,0.22258695652173915,0.3617391304347826,0.3596695652173913,0.4769565217391304,1
2012-03-12,5298,838,2,4460,1,1,0.20771250000000005,0.4666666666666668,0.4595916666666667,0.4891666666666668,0
2012-03-13,5847,762,3,5085,1,2,0.2369499999999999,0.565,0.5429291666666667,0.6175,0
2012-03-14,6312,997,2,5315,1,3,0.11506250000000001,0.5725,0.5486166666666666,0.5070833333333333,0
2012-03-15,6192,1005,2,5187,1,4,0.1498833333333333,0.5575000000000001,0.532825,0.5795833333333332,0
2012-03-16,4378,548,3,3830,1,5,0.11319166666666665,0.43583333333333335,0.4362291666666665,0.8420833333333334,0
2012-03-17,7836,3155,2,4681,1,6,0.11070416666666667,0.5141666666666667,0.5050458333333333,0.7558333333333332,1
2012-03-18,5892,2207,3,3685,1,0,0.12688333333333332,0.4725000000000001,0.464,0.81,1
2012-03-19,6153,982,2,5171,1,1,0.1623166666666667,0.545,0.5328208333333333,0.7287500000000001,0
2012-03-20,6093,1051,3,5042,1,2,0.12127083333333333,0.5608333333333332,0.5385333333333334,0.8079166666666665,1
2012-03-21,6230,1122,3,5108,2,3,0.08955833333333334,0.5316666666666666,0.5132583333333334,0.8212499999999997,1
2012-03-22,6871,1334,2,5537,2,4,0.1175625,0.5541666666666667,0.5315666666666666,0.8312499999999998,1
2012-03-23,8362,2469,2,5893,2,5,0.1163,0.6016666666666667,0.5700666666666667,0.6941666666666667,1
2012-03-24,3372,1033,3,2339,2,6,0.19278333333333333,0.5025,0.4867333333333332,0.8854166666666669,1
2012-03-25,4996,1532,3,3464,2,0,0.22077499999999997,0.43750000000000017,0.4374875,0.8808333333333332,1
2012-03-26,5558,795,2,4763,2,1,0.38682083333333334,0.44583333333333347,0.4387499999999999,0.4779166666666666,0
2012-03-27,5102,531,1,4571,2,2,0.18719166666666665,0.32333333333333336,0.3156541666666666,0.2900000000000001,0
2012-03-28,5698,674,3,5024,2,3,0.2916708333333333,0.4841666666666667,0.47095,0.48125,0
2012-03-29,6133,834,1,5299,2,4,0.31964999999999993,0.49416666666666664,0.48230416666666676,0.4391666666666667,0
2012-03-30,5459,796,3,4663,2,5,0.1380666666666667,0.37000000000000005,0.37562083333333335,0.5808333333333332,0
2012-03-31,6235,2301,2,3934,2,6,0.2506166666666667,0.42416666666666675,0.42170833333333335,0.7383333333333336,1
2012-04-01,6041,2347,3,3694,2,0,0.17226666666666665,0.4258333333333333,0.4172875,0.6762500000000001,1
2012-04-02,5936,1208,3,4728,2,1,0.3121391304347827,0.4339130434782609,0.4275130434782608,0.5043478260869564,1
2012-04-03,6772,1348,1,5424,2,2,0.10013333333333334,0.4666666666666666,0.4614833333333333,0.39666666666666667,1
2012-04-04,6436,1058,2,5378,2,3,0.180975,0.5416666666666666,0.53345,0.4695833333333333,0
2012-04-05,6457,1192,2,5265,2,4,0.21952916666666666,0.43500000000000005,0.43116250000000006,0.3741666666666666,1
2012-04-06,6460,1807,1,4653,2,5,0.3003875,0.4033333333333333,0.39076666666666665,0.37708333333333344,1
2012-04-07,6857,3252,1,3605,2,6,0.2748708333333334,0.4375,0.4261291666666666,0.25416666666666676,1
2012-04-08,5169,2230,1,2939,2,0,0.23259583333333333,0.49999999999999994,0.4924249999999999,0.2758333333333334,1
2012-04-09,5585,905,3,4680,2,1,0.35819583333333344,0.4891666666666667,0.4766375,0.31750000000000006,0
2012-04-10,5918,819,2,5099,2,2,0.24937499999999993,0.4466666666666666,0.4362333333333333,0.43500000000000005,0
2012-04-11,4862,482,3,4380,2,3,0.2952739130434783,0.34869565217391313,0.3372739130434783,0.46956521739130447,0
2012-04-12,5409,663,1,4746,2,4,0.2904291666666666,0.3975,0.38760416666666675,0.46625000000000005,0
2012-04-13,6398,1252,2,5146,2,5,0.15547083333333334,0.4424999999999999,0.43180833333333335,0.4083333333333332,1
2012-04-14,7460,2795,2,4665,2,6,0.19091666666666665,0.49499999999999983,0.48799583333333335,0.5029166666666666,1
2012-04-15,7132,2846,2,4286,2,0,0.22512916666666669,0.6066666666666666,0.573875,0.5079166666666668,1
2012-04-16,6370,1198,2,5172,2,1,0.28482916666666663,0.6641666666666667,0.6149249999999998,0.5616666666666665,1
2012-04-17,6691,989,1,5702,2,2,0.27362916666666665,0.6083333333333333,0.5984875,0.3904166666666667,0
2012-04-18,4367,347,3,4020,2,3,0.16791249999999994,0.4633333333333334,0.4570375000000002,0.5691666666666665,0
2012-04-19,6565,846,3,5719,2,4,0.06592916666666666,0.49833333333333324,0.4930458333333334,0.6125000000000002,0
2012-04-20,7290,1340,1,5950,2,5,0.14987083333333331,0.5266666666666665,0.515775,0.6945833333333332,1
2012-04-21,6624,2541,3,4083,2,6,0.2835874999999999,0.5700000000000001,0.5429208333333333,0.6829166666666668,1
2012-04-22,1027,120,3,907,2,0,0.34454583333333333,0.39666666666666656,0.3895041666666667,0.8354166666666666,0
2012-04-23,3214,195,3,3019,2,1,0.3034958333333333,0.3216666666666667,0.3011250000000001,0.7666666666666667,0
2012-04-24,5633,518,2,5115,2,2,0.24938333333333337,0.41333333333333333,0.4052833333333333,0.45416666666666666,0
2012-04-25,6196,655,2,5541,2,3,0.11879166666666667,0.47666666666666657,0.47031666666666666,0.42791666666666667,0
2012-04-26,5026,475,3,4551,2,4,0.176625,0.49833333333333324,0.4835833333333334,0.7566666666666664,0
2012-04-27,6233,1014,1,5219,2,5,0.3476333333333333,0.45749999999999996,0.4526375000000001,0.40083333333333343,0
2012-04-28,4220,1120,3,3100,2,6,0.12997500000000003,0.3766666666666667,0.3775041666666667,0.4895833333333334,1
